commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
73d0f484b3f,mps,not user facing,[structural binding][11/N] Replace std::tie with structural binding (#130830),aten/src/ATen/native/cuda/Indexing.cu test/cpp/api/modules.cpp test/cpp/jit/test_autodiff.cpp test/cpp/jit/test_misc.cpp test/cpp/tensorexpr/test_external_calls.cpp torch/csrc/jit/passes/onnx/shape_type_inference.cpp,https://github.com/pytorch/pytorch/pull/130830,cyyever,janeyx99,,,
e22b0acc766,skip,Untopiced,"[FX][export] DCE pass, check schema for node impurity (#130395)",test/fx/test_dce_pass.py test/quantization/pt2e/test_x86inductor_quantizer.py torch/export/_remove_effect_tokens_pass.py torch/export/_unlift.py torch/fx/node.py,https://github.com/pytorch/pytorch/pull/130395,yushangdi,angelayi,jgong5,,
051971ab32a,skip,not user facing,Reorder MIOpen conditions so getCUDAHooks only called when CUDA input (#130867),aten/src/ATen/native/Convolution.cpp,https://github.com/pytorch/pytorch/pull/130867,ezyang,albanD,,,
d818c3319f9,inductor,not user facing,Autoheuristic: add config options for specifying optimizations to collect data for and use heuristics (#130245),test/inductor/test_autoheuristic.py torch/_inductor/autoheuristic/autoheuristic.py torch/_inductor/config.py torch/_inductor/fx_passes/pad_mm.py torchgen/autoheuristic/gen_data_pad_mm.py,https://github.com/pytorch/pytorch/pull/130245,AlnisM,shunting314,,,
a0ae77b25b4,cuda,not user facing,Simpilfy cub::unique_by_key code (#130907),aten/src/ATen/cuda/cub.cuh aten/src/ATen/native/cuda/EmbeddingBackwardKernel.cu,https://github.com/pytorch/pytorch/pull/130907,cyyever,ezyang,,,
9fee87e4cd9,skip,Untopiced,[export] Add print_readable to unflattener (#128617),test/dynamo/test_autograd_function.py test/dynamo/test_higher_order_ops.py test/dynamo/test_subclasses.py torch/export/unflatten.py torch/fx/graph_module.py,https://github.com/pytorch/pytorch/pull/128617,angelayi,pianpwk,zhxchen17,,
bd56bcf0aba,skip,not user facing,[TEST] Fix _scaled_mm tests (#130897),test/test_meta.py torch/testing/_internal/common_methods_invocations.py,https://github.com/pytorch/pytorch/pull/130897,Aidyn-A,drisspg,,,
433ef4e4443,skip,Untopiced,"Revert ""[FX][export] DCE pass, check schema for node impurity (#130395)""",test/fx/test_dce_pass.py test/quantization/pt2e/test_x86inductor_quantizer.py torch/export/_remove_effect_tokens_pass.py torch/export/_unlift.py torch/fx/node.py,,,,,,
9f392f8294e,skip,Untopiced,Use inductor TestCase for test_replicate_with_compiler.py (#129494),test/distributed/_composable/test_replicate_with_compiler.py torch/testing/_internal/common_distributed.py,https://github.com/pytorch/pytorch/pull/129494,masnesral,eellison,,,
a085acd7d68,dynamo,not user facing,[dynamo] Revert back changes to UnspecializedBuiltinNNModuleVariable (#130991),torch/_dynamo/variables/builder.py,https://github.com/pytorch/pytorch/pull/130991,anijain2305,mlazos,williamwen42,,
740fb229660,skip,not user facing,[BE][Easy][4/19] enforce style for empty lines in import segments in `functorch/` (#129755),functorch/__init__.py functorch/benchmarks/chrome_trace_parser.py functorch/benchmarks/cse.py functorch/benchmarks/operator_authoring.py functorch/benchmarks/per_sample_grads.py functorch/benchmarks/pointwise_scorecard.py functorch/benchmarks/process_scorecard.py functorch/dim/__init__.py functorch/dim/batch_tensor.py functorch/dim/dim.py functorch/dim/op_properties.py functorch/dim/reference.py functorch/dim/tree_map.py functorch/dim/wrap_type.py functorch/docs/source/conf.py functorch/einops/__init__.py functorch/einops/_parsing.py functorch/einops/rearrange.py functorch/examples/compilation/eager_fusion.py functorch/examples/compilation/fuse_module.py functorch/examples/compilation/linear_train.py functorch/examples/compilation/simple_function.py functorch/examples/dp_cifar10/cifar10_transforms.py functorch/examples/ensembling/parallel_train.py functorch/examples/lennard_jones/lennard_jones.py functorch/examples/maml_omniglot/maml-omniglot-higher.py functorch/examples/maml_omniglot/maml-omniglot-ptonly.py functorch/examples/maml_omniglot/maml-omniglot-transforms.py functorch/examples/maml_regression/evjang.py functorch/examples/maml_regression/evjang_transforms.py functorch/examples/maml_regression/evjang_transforms_module.py functorch/experimental/control_flow.py functorch/notebooks/_src/plot_ensembling.py functorch/notebooks/_src/plot_jacobians_and_hessians.py functorch/notebooks/_src/plot_per_sample_gradients.py tools/linter/adapters/ufmt_linter.py,https://github.com/pytorch/pytorch/pull/129755,XuehaiPan,zou3519,,,
aecc746fccc,skip,not user facing,[BE][Easy][12/19] enforce style for empty lines in import segments in `test/i*/` (#129763),test/inductor/indirect_assert_helper.py test/inductor/minifier_smoke.py test/inductor/opinfo_harness.py test/inductor/test_aot_inductor.py test/inductor/test_aot_inductor_utils.py test/inductor/test_autoheuristic.py test/inductor/test_benchmark_fusion.py test/inductor/test_binary_folding.py test/inductor/test_ck_backend.py test/inductor/test_codecache.py test/inductor/test_codegen_triton.py test/inductor/test_compile_worker.py test/inductor/test_compiled_autograd.py test/inductor/test_compiled_optimizers.py test/inductor/test_config.py test/inductor/test_control_flow.py test/inductor/test_coordinate_descent_tuner.py test/inductor/test_cpp_wrapper_hipify.py test/inductor/test_cpu_repro.py test/inductor/test_cpu_select_algorithm.py test/inductor/test_cuda_repro.py test/inductor/test_cudacodecache.py test/inductor/test_cudagraph_trees.py test/inductor/test_cudagraph_trees_expandable_segments.py test/inductor/test_custom_lowering.py test/inductor/test_custom_post_grad_passes.py test/inductor/test_cutlass_backend.py test/inductor/test_decompose_mem_bound_mm.py test/inductor/test_dependencies.py test/inductor/test_distributed_patterns.py test/inductor/test_efficient_conv_bn_eval.py test/inductor/test_extension_backend.py test/inductor/test_flex_attention.py test/inductor/test_flex_decoding.py test/inductor/test_foreach.py test/inductor/test_fp8.py test/inductor/test_fx_fusion.py test/inductor/test_graph_transform_observer.py test/inductor/test_group_batch_fusion.py test/inductor/test_halide.py test/inductor/test_indexing.py test/inductor/test_inductor_freezing.py test/inductor/test_inductor_utils.py test/inductor/test_inplacing_pass.py test/inductor/test_layout_optim.py test/inductor/test_loop_ordering.py test/inductor/test_max_autotune.py test/inductor/test_memory_planning.py test/inductor/test_metrics.py test/inductor/test_minifier_isolate.py test/inductor/test_mkldnn_pattern_matcher.py test/inductor/test_mmdecomp.py test/inductor/test_move_constructors_to_cuda.py test/inductor/test_multi_kernel.py test/inductor/test_pad_mm.py test/inductor/test_padding.py test/inductor/test_pattern_matcher.py test/inductor/test_perf.py test/inductor/test_profiler.py test/inductor/test_scatter_optimization.py test/inductor/test_select_algorithm.py test/inductor/test_smoke.py test/inductor/test_snode_runtime.py test/inductor/test_torchbind.py test/inductor/test_torchinductor.py test/inductor/test_torchinductor_codegen_dynamic_shapes.py test/inductor/test_torchinductor_dynamic_shapes.py test/inductor/test_torchinductor_opinfo.py test/inductor/test_triton_extension_backend.py test/inductor/test_triton_heuristics.py test/inductor/test_triton_kernels.py test/inductor/test_xpu_basic.py tools/linter/adapters/ufmt_linter.py,https://github.com/pytorch/pytorch/pull/129763,XuehaiPan,jansel,,,
6c2c8ee15bf,Uncategorized,Untopiced,[export] Remove preserved ops from decomp list (#130970),test/export/test_export.py torch/export/exported_program.py,https://github.com/pytorch/pytorch/pull/130970,angelayi,bdhirsh,,,
b732b52f1e4,skip,Untopiced,"Revert ""[BE][Easy][12/19] enforce style for empty lines in import segments in `test/i*/` (#129763)""",test/inductor/indirect_assert_helper.py test/inductor/minifier_smoke.py test/inductor/opinfo_harness.py test/inductor/test_aot_inductor.py test/inductor/test_aot_inductor_utils.py test/inductor/test_autoheuristic.py test/inductor/test_benchmark_fusion.py test/inductor/test_binary_folding.py test/inductor/test_ck_backend.py test/inductor/test_codecache.py test/inductor/test_codegen_triton.py test/inductor/test_compile_worker.py test/inductor/test_compiled_autograd.py test/inductor/test_compiled_optimizers.py test/inductor/test_config.py test/inductor/test_control_flow.py test/inductor/test_coordinate_descent_tuner.py test/inductor/test_cpp_wrapper_hipify.py test/inductor/test_cpu_repro.py test/inductor/test_cpu_select_algorithm.py test/inductor/test_cuda_repro.py test/inductor/test_cudacodecache.py test/inductor/test_cudagraph_trees.py test/inductor/test_cudagraph_trees_expandable_segments.py test/inductor/test_custom_lowering.py test/inductor/test_custom_post_grad_passes.py test/inductor/test_cutlass_backend.py test/inductor/test_decompose_mem_bound_mm.py test/inductor/test_dependencies.py test/inductor/test_distributed_patterns.py test/inductor/test_efficient_conv_bn_eval.py test/inductor/test_extension_backend.py test/inductor/test_flex_attention.py test/inductor/test_flex_decoding.py test/inductor/test_foreach.py test/inductor/test_fp8.py test/inductor/test_fx_fusion.py test/inductor/test_graph_transform_observer.py test/inductor/test_group_batch_fusion.py test/inductor/test_halide.py test/inductor/test_indexing.py test/inductor/test_inductor_freezing.py test/inductor/test_inductor_utils.py test/inductor/test_inplacing_pass.py test/inductor/test_layout_optim.py test/inductor/test_loop_ordering.py test/inductor/test_max_autotune.py test/inductor/test_memory_planning.py test/inductor/test_metrics.py test/inductor/test_minifier_isolate.py test/inductor/test_mkldnn_pattern_matcher.py test/inductor/test_mmdecomp.py test/inductor/test_move_constructors_to_cuda.py test/inductor/test_multi_kernel.py test/inductor/test_pad_mm.py test/inductor/test_padding.py test/inductor/test_pattern_matcher.py test/inductor/test_perf.py test/inductor/test_profiler.py test/inductor/test_scatter_optimization.py test/inductor/test_select_algorithm.py test/inductor/test_smoke.py test/inductor/test_snode_runtime.py test/inductor/test_torchbind.py test/inductor/test_torchinductor.py test/inductor/test_torchinductor_codegen_dynamic_shapes.py test/inductor/test_torchinductor_dynamic_shapes.py test/inductor/test_torchinductor_opinfo.py test/inductor/test_triton_extension_backend.py test/inductor/test_triton_heuristics.py test/inductor/test_triton_kernels.py test/inductor/test_xpu_basic.py tools/linter/adapters/ufmt_linter.py,,,,,,
dfc3347c4a0,Uncategorized,Untopiced,[pytorch][counters] Make WaitCounter backend pluggable (#130934),torch/csrc/monitor/instrumentation.cpp torch/csrc/monitor/instrumentation.h,https://github.com/pytorch/pytorch/pull/130934,andriigrynenko,asiab4,,,
134bc4fc34b,skip,not user facing,[BE][Easy][12/19] enforce style for empty lines in import segments in `test/i*/` (#129763),test/inductor/indirect_assert_helper.py test/inductor/minifier_smoke.py test/inductor/opinfo_harness.py test/inductor/test_aot_inductor.py test/inductor/test_aot_inductor_package.py test/inductor/test_aot_inductor_utils.py test/inductor/test_autoheuristic.py test/inductor/test_benchmark_fusion.py test/inductor/test_binary_folding.py test/inductor/test_ck_backend.py test/inductor/test_codecache.py test/inductor/test_codegen_triton.py test/inductor/test_compile_worker.py test/inductor/test_compiled_autograd.py test/inductor/test_compiled_optimizers.py test/inductor/test_config.py test/inductor/test_control_flow.py test/inductor/test_coordinate_descent_tuner.py test/inductor/test_cpp_wrapper_hipify.py test/inductor/test_cpu_repro.py test/inductor/test_cpu_select_algorithm.py test/inductor/test_cuda_repro.py test/inductor/test_cudacodecache.py test/inductor/test_cudagraph_trees.py test/inductor/test_cudagraph_trees_expandable_segments.py test/inductor/test_custom_lowering.py test/inductor/test_custom_post_grad_passes.py test/inductor/test_cutlass_backend.py test/inductor/test_decompose_mem_bound_mm.py test/inductor/test_dependencies.py test/inductor/test_distributed_patterns.py test/inductor/test_efficient_conv_bn_eval.py test/inductor/test_extension_backend.py test/inductor/test_flex_attention.py test/inductor/test_flex_decoding.py test/inductor/test_foreach.py test/inductor/test_fp8.py test/inductor/test_fx_fusion.py test/inductor/test_graph_transform_observer.py test/inductor/test_group_batch_fusion.py test/inductor/test_halide.py test/inductor/test_indexing.py test/inductor/test_inductor_freezing.py test/inductor/test_inductor_utils.py test/inductor/test_inplacing_pass.py test/inductor/test_layout_optim.py test/inductor/test_loop_ordering.py test/inductor/test_max_autotune.py test/inductor/test_memory_planning.py test/inductor/test_metrics.py test/inductor/test_minifier_isolate.py test/inductor/test_mkldnn_pattern_matcher.py test/inductor/test_mmdecomp.py test/inductor/test_move_constructors_to_cuda.py test/inductor/test_multi_kernel.py test/inductor/test_pad_mm.py test/inductor/test_padding.py test/inductor/test_pattern_matcher.py test/inductor/test_perf.py test/inductor/test_profiler.py test/inductor/test_scatter_optimization.py test/inductor/test_select_algorithm.py test/inductor/test_smoke.py test/inductor/test_snode_runtime.py test/inductor/test_torchbind.py test/inductor/test_torchinductor.py test/inductor/test_torchinductor_codegen_dynamic_shapes.py test/inductor/test_torchinductor_dynamic_shapes.py test/inductor/test_torchinductor_opinfo.py test/inductor/test_triton_extension_backend.py test/inductor/test_triton_heuristics.py test/inductor/test_triton_kernels.py test/inductor/test_xpu_basic.py tools/linter/adapters/ufmt_linter.py,https://github.com/pytorch/pytorch/pull/129763,XuehaiPan,jansel,,,
cf3f4285a81,dynamo,Untopiced,Add recursive metadata guard test (#131002),test/dynamo/test_subclasses.py torch/testing/_internal/two_tensor.py,https://github.com/pytorch/pytorch/pull/131002,mlazos,bdhirsh,,,
e98135d1ad2,quantization,not user facing,"[aota] Needs autograd if an input requires_grad, agnostic to enable_grad (#128890)",test/distributed/_tensor/test_dtensor_compile.py test/functorch/test_aotdispatch.py test/inductor/test_flex_attention.py torch/_functorch/_aot_autograd/runtime_wrappers.py torch/_functorch/aot_autograd.py torch/_functorch/partitioners.py,https://github.com/pytorch/pytorch/pull/128890,IvanKobzarev,bdhirsh,,,
28a74b9fa43,nested tensor_frontend,improvements,[NestedTensor] Integrate sum along the jagged dimension into NestedTensor (#130425),test/test_nestedtensor.py torch/nested/_internal/ops.py,https://github.com/pytorch/pytorch/pull/130425,jananisriram,davidberard98,,,
38b7d89aa45,skip,not user facing,Uses context pointer for deleter to enable multiple CUDAPluggableAllocator usage (#130472),aten/src/ATen/test/cuda_allocator_test.cpp build_variables.bzl torch/csrc/cuda/CUDAPluggableAllocator.cpp torch/csrc/cuda/CUDAPluggableAllocator.h torch/csrc/cuda/Module.cpp,https://github.com/pytorch/pytorch/pull/130472,syed-ahmed,eqy,ezyang,,
c986aeea2d7,skip,Untopiced,Re-implement pin_memory to be device-agnostic by leveraging the Accelerator concept (#126376),aten/src/ATen/Context.h aten/src/ATen/DeviceAccelerator.cpp aten/src/ATen/DeviceAccelerator.h aten/src/ATen/cuda/PinnedMemoryAllocator.cpp aten/src/ATen/detail/AcceleratorHooksInterface.h aten/src/ATen/detail/CUDAHooksInterface.h aten/src/ATen/detail/HIPHooksInterface.h aten/src/ATen/detail/MPSHooksInterface.h aten/src/ATen/detail/MTIAHooksInterface.h aten/src/ATen/detail/PrivateUse1HooksInterface.h aten/src/ATen/detail/XPUHooksInterface.h aten/src/ATen/mps/MPSAllocator.mm aten/src/ATen/mps/MPSAllocatorInterface.h aten/src/ATen/mps/MPSGuardImpl.h aten/src/ATen/mps/MPSHooks.h aten/src/ATen/mps/MPSHooks.mm aten/src/ATen/native/Memory.cpp aten/src/ATen/native/native_functions.yaml aten/src/ATen/native/sparse/SparseUnaryOps.cpp aten/src/ATen/templates/RegisterBackendSelect.cpp test/cpp_extensions/open_registration_extension.cpp test/inductor/test_codecache.py test/test_cpp_extensions_open_device_registration.py test/test_cpp_extensions_stream_and_event.py test/test_torch.py torch/csrc/Stream.cpp,https://github.com/pytorch/pytorch/pull/126376,wizzniu,albanD,,,
